YEAR,FIPSSTCO,COUNTYNAME,ATTRIBUTES,MEASURE,VALUE
YR_2013,06071,San Bernardino,Payer=Medicare,Mean cost per stay $,16164.2005940000
YR_2013,06071,San Bernardino,Payer=Medicare,Aggregate costs for all hospital stays $,942776999.6300000000
YR_2013,06071,San Bernardino,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2013,06071,San Bernardino,Payer=Medicaid,Total number of discharges,69625.0000000000
YR_2013,06071,San Bernardino,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Medicaid,Mean length of stay days,4.1887217878
YR_2013,06071,San Bernardino,Payer=Medicaid,Aggregate number of days in the hospital,291639.7544800000
YR_2013,06071,San Bernardino,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Medicaid,Mean cost per stay $,9624.8306726000
YR_2013,06071,San Bernardino,Payer=Medicaid,Aggregate costs for all hospital stays $,670128835.5800000400
YR_2013,06071,San Bernardino,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2013,06071,San Bernardino,Payer=Private insurance,Total number of discharges,60451.0000000000
YR_2013,06071,San Bernardino,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Private insurance,Mean length of stay days,3.5414953365
YR_2013,06071,San Bernardino,Payer=Private insurance,Aggregate number of days in the hospital,214086.9345900000
YR_2013,06071,San Bernardino,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Private insurance,Mean cost per stay $,12428.3199760000
YR_2013,06071,San Bernardino,Payer=Private insurance,Aggregate costs for all hospital stays $,751304370.8700000000
YR_2013,06071,San Bernardino,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2013,06071,San Bernardino,Payer=Uninsured,Total number of discharges,11336.0000000000
YR_2013,06071,San Bernardino,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Uninsured,Mean length of stay days,3.4993824982
YR_2013,06071,San Bernardino,Payer=Uninsured,Aggregate number of days in the hospital,39669.0000000000
YR_2013,06071,San Bernardino,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Uninsured,Mean cost per stay $,9876.6462525000
YR_2013,06071,San Bernardino,Payer=Uninsured,Aggregate costs for all hospital stays $,111961661.9200000000
YR_2013,06071,San Bernardino,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2013,06071,San Bernardino,Payer=Other,Total number of discharges,13962.0000000000
YR_2013,06071,San Bernardino,Payer=Other,Rate of discharges per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Other,Mean length of stay days,5.3235926085
YR_2013,06071,San Bernardino,Payer=Other,Aggregate number of days in the hospital,74328.0000000000
YR_2013,06071,San Bernardino,Payer=Other,Number of inpatient days per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Other,Mean cost per stay $,14543.6711640000
YR_2013,06071,San Bernardino,Payer=Other,Aggregate costs for all hospital stays $,203058736.7899999900
YR_2013,06071,San Bernardino,Payer=Other,Costs for inpatient stays per capita $,†
YR_2013,06071,San Bernardino,Payer=Missing,Total number of discharges,*
YR_2013,06071,San Bernardino,Payer=Missing,Rate of discharges per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Missing,Mean length of stay days,*
YR_2013,06071,San Bernardino,Payer=Missing,Aggregate number of days in the hospital,*
YR_2013,06071,San Bernardino,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2013,06071,San Bernardino,Payer=Missing,Mean cost per stay $,*
YR_2013,06071,San Bernardino,Payer=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06071,San Bernardino,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2013,06115,Yuba,Yuba,Total number of discharges,8492.0000000000
YR_2013,06115,Yuba,Yuba,Rate of discharges per 100000 population,11686.9890730000
YR_2013,06115,Yuba,Yuba,Mean length of stay days,4.0794865756
YR_2013,06115,Yuba,Yuba,Aggregate number of days in the hospital,34643.0000000000
YR_2013,06115,Yuba,Yuba,Number of inpatient days per 100000 population,47676.9150310000
YR_2013,06115,Yuba,Yuba,Mean cost per stay $,13732.8902240000
YR_2013,06115,Yuba,Yuba,Aggregate costs for all hospital stays $,116619703.7800000000
YR_2013,06115,Yuba,Yuba,Costs for inpatient stays per capita $,1604.9613798000
YR_2013,06115,Yuba,Age group=<1,Total number of discharges,1325.0000000000
YR_2013,06115,Yuba,Age group=<1,Rate of discharges per 100000 population,104166.6666700000
YR_2013,06115,Yuba,Age group=<1,Mean length of stay days,3.3841509434
YR_2013,06115,Yuba,Age group=<1,Aggregate number of days in the hospital,4484.0000000000
YR_2013,06115,Yuba,Age group=<1,Number of inpatient days per 100000 population,352515.7232700000
YR_2013,06115,Yuba,Age group=<1,Mean cost per stay $,7008.8576550000
YR_2013,06115,Yuba,Age group=<1,Aggregate costs for all hospital stays $,9286736.3928999994
YR_2013,06115,Yuba,Age group=<1,Costs for inpatient stays per capita $,7300.8933906000
YR_2013,06115,Yuba,Age group=1-17,Total number of discharges,306.0000000000
YR_2013,06115,Yuba,Age group=1-17,Rate of discharges per 100000 population,1551.9602374000
YR_2013,06115,Yuba,Age group=1-17,Mean length of stay days,2.8758169935
YR_2013,06115,Yuba,Age group=1-17,Aggregate number of days in the hospital,880.0000000000
YR_2013,06115,Yuba,Age group=1-17,Number of inpatient days per 100000 population,4463.1536238000
YR_2013,06115,Yuba,Age group=1-17,Mean cost per stay $,10650.0575860000
YR_2013,06115,Yuba,Age group=1-17,Aggregate costs for all hospital stays $,3258917.6214000001
YR_2013,06115,Yuba,Age group=1-17,Costs for inpatient stays per capita $,165.2846590000
YR_2013,06115,Yuba,Age group=18-44,Total number of discharges,2308.0000000000
YR_2013,06115,Yuba,Age group=18-44,Rate of discharges per 100000 population,8624.4908636000
YR_2013,06115,Yuba,Age group=18-44,Mean length of stay days,2.9974003466
YR_2013,06115,Yuba,Age group=18-44,Aggregate number of days in the hospital,6918.0000000000
YR_2013,06115,Yuba,Age group=18-44,Number of inpatient days per 100000 population,25851.0519040000
YR_2013,06115,Yuba,Age group=18-44,Mean cost per stay $,9952.5122493000
YR_2013,06115,Yuba,Age group=18-44,Aggregate costs for all hospital stays $,22970398.2710000020
YR_2013,06115,Yuba,Age group=18-44,Costs for inpatient stays per capita $,858.3535096400
YR_2013,06115,Yuba,Age group=45-64,Total number of discharges,2291.0000000000
YR_2013,06115,Yuba,Age group=45-64,Rate of discharges per 100000 population,13454.3105470000
YR_2013,06115,Yuba,Age group=45-64,Mean length of stay days,4.7948494107
YR_2013,06115,Yuba,Age group=45-64,Aggregate number of days in the hospital,10985.0000000000
YR_2013,06115,Yuba,Age group=45-64,Number of inpatient days per 100000 population,64511.3930000000
YR_2013,06115,Yuba,Age group=45-64,Mean cost per stay $,18320.2813600000
YR_2013,06115,Yuba,Age group=45-64,Aggregate costs for all hospital stays $,41971764.5960000010
YR_2013,06115,Yuba,Age group=45-64,Costs for inpatient stays per capita $,2464.8675473000
YR_2013,06115,Yuba,Age group=65-84,Total number of discharges,2262.0000000000
YR_2013,06115,Yuba,Age group=65-84,Rate of discharges per 100000 population,28691.0197870000
YR_2013,06115,Yuba,Age group=65-84,Mean length of stay days,5.0291777188
YR_2013,06115,Yuba,Age group=65-84,Aggregate number of days in the hospital,11376.0000000000
YR_2013,06115,Yuba,Age group=65-84,Number of inpatient days per 100000 population,144292.2374400000
YR_2013,06115,Yuba,Age group=65-84,Mean cost per stay $,17299.6847490000
YR_2013,06115,Yuba,Age group=65-84,Aggregate costs for all hospital stays $,39131886.9010000010
YR_2013,06115,Yuba,Age group=65-84,Costs for inpatient stays per capita $,4963.4559743000
YR_2013,06115,Yuba,Age group=Missing,Total number of discharges,*
YR_2013,06115,Yuba,Age group=Missing,Rate of discharges per 100000 population,†
YR_2013,06115,Yuba,Age group=Missing,Mean length of stay days,*
YR_2013,06115,Yuba,Age group=Missing,Aggregate number of days in the hospital,*
YR_2013,06115,Yuba,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2013,06115,Yuba,Age group=Missing,Mean cost per stay $,*
YR_2013,06115,Yuba,Age group=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06115,Yuba,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2013,06115,Yuba,Sex=Male,Total number of discharges,3365.0000000000
YR_2013,06115,Yuba,Sex=Male,Rate of discharges per 100000 population,9208.3299127000
YR_2013,06115,Yuba,Sex=Male,Mean length of stay days,4.3783060921
YR_2013,06115,Yuba,Sex=Male,Aggregate number of days in the hospital,14733.0000000000
YR_2013,06115,Yuba,Sex=Male,Number of inpatient days per 100000 population,40316.8869550000
YR_2013,06115,Yuba,Sex=Male,Mean cost per stay $,16045.2105620000
YR_2013,06115,Yuba,Sex=Male,Aggregate costs for all hospital stays $,53992133.5399999990
YR_2013,06115,Yuba,Sex=Male,Costs for inpatient stays per capita $,1477.4959237000
YR_2013,06115,Yuba,Sex=Female,Total number of discharges,5127.0000000000
YR_2013,06115,Yuba,Sex=Female,Rate of discharges per 100000 population,14194.7451480000
YR_2013,06115,Yuba,Sex=Female,Mean length of stay days,3.8833625902
YR_2013,06115,Yuba,Sex=Female,Aggregate number of days in the hospital,19910.0000000000
YR_2013,06115,Yuba,Sex=Female,Number of inpatient days per 100000 population,55123.3422850000
YR_2013,06115,Yuba,Sex=Female,Mean cost per stay $,12215.2467800000
YR_2013,06115,Yuba,Sex=Female,Aggregate costs for all hospital stays $,62627570.2419999990
YR_2013,06115,Yuba,Sex=Female,Costs for inpatient stays per capita $,1733.9231496000
YR_2013,06115,Yuba,Sex=Missing,Total number of discharges,*
YR_2013,06115,Yuba,Sex=Missing,Rate of discharges per 100000 population,†
YR_2013,06115,Yuba,Sex=Missing,Mean length of stay days,*
YR_2013,06115,Yuba,Sex=Missing,Aggregate number of days in the hospital,*
YR_2013,06115,Yuba,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2013,06115,Yuba,Sex=Missing,Mean cost per stay $,*
YR_2013,06115,Yuba,Sex=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06115,Yuba,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2013,06115,Yuba,Payer=Medicare,Total number of discharges,2921.0000000000
YR_2013,06115,Yuba,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2013,06115,Yuba,Payer=Medicare,Mean length of stay days,4.9281068127
YR_2013,06115,Yuba,Payer=Medicare,Aggregate number of days in the hospital,14395.0000000000
YR_2013,06115,Yuba,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2013,06115,Yuba,Payer=Medicare,Mean cost per stay $,17179.9717420000
YR_2013,06115,Yuba,Payer=Medicare,Aggregate costs for all hospital stays $,50182697.4570000020
YR_2013,06115,Yuba,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2013,06115,Yuba,Payer=Medicaid,Total number of discharges,2707.0000000000
YR_2013,06115,Yuba,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2013,06115,Yuba,Payer=Medicaid,Mean length of stay days,4.0417436276
YR_2013,06115,Yuba,Payer=Medicaid,Aggregate number of days in the hospital,10941.0000000000
YR_2013,06115,Yuba,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2013,06115,Yuba,Payer=Medicaid,Mean cost per stay $,11797.1344870000
YR_2013,06115,Yuba,Payer=Medicaid,Aggregate costs for all hospital stays $,31934843.0579999980
YR_2013,06115,Yuba,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2013,06115,Yuba,Payer=Private insurance,Total number of discharges,1562.0000000000
YR_2013,06115,Yuba,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2013,06115,Yuba,Payer=Private insurance,Mean length of stay days,3.2868117798
YR_2013,06115,Yuba,Payer=Private insurance,Aggregate number of days in the hospital,5134.0000000000
YR_2013,06115,Yuba,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2013,06115,Yuba,Payer=Private insurance,Mean cost per stay $,12709.2344800000
YR_2013,06115,Yuba,Payer=Private insurance,Aggregate costs for all hospital stays $,19851824.2580000010
YR_2013,06115,Yuba,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2013,06115,Yuba,Payer=Uninsured,Total number of discharges,483.0000000000
YR_2013,06115,Yuba,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2013,06115,Yuba,Payer=Uninsured,Mean length of stay days,3.5300207039
YR_2013,06115,Yuba,Payer=Uninsured,Aggregate number of days in the hospital,1705.0000000000
YR_2013,06115,Yuba,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2013,06115,Yuba,Payer=Uninsured,Mean cost per stay $,12355.3040820000
YR_2013,06115,Yuba,Payer=Uninsured,Aggregate costs for all hospital stays $,5967611.8713999996
YR_2013,06115,Yuba,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2013,06115,Yuba,Payer=Other,Total number of discharges,817.0000000000
YR_2013,06115,Yuba,Payer=Other,Rate of discharges per 100000 population,†
YR_2013,06115,Yuba,Payer=Other,Mean length of stay days,3.0183598531
YR_2013,06115,Yuba,Payer=Other,Aggregate number of days in the hospital,2466.0000000000
YR_2013,06115,Yuba,Payer=Other,Number of inpatient days per 100000 population,†
YR_2013,06115,Yuba,Payer=Other,Mean cost per stay $,10566.7597520000
YR_2013,06115,Yuba,Payer=Other,Aggregate costs for all hospital stays $,8633042.7174999993
YR_2013,06115,Yuba,Payer=Other,Costs for inpatient stays per capita $,†
YR_2013,06115,Yuba,Payer=Missing,Total number of discharges,*
YR_2013,06115,Yuba,Payer=Missing,Rate of discharges per 100000 population,†
YR_2013,06115,Yuba,Payer=Missing,Mean length of stay days,*
YR_2013,06115,Yuba,Payer=Missing,Aggregate number of days in the hospital,*
YR_2013,06115,Yuba,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2013,06115,Yuba,Payer=Missing,Mean cost per stay $,*
YR_2013,06115,Yuba,Payer=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06115,Yuba,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2013,06101,Sutter,Sutter,Total number of discharges,10464.0000000000
YR_2013,06101,Sutter,Sutter,Rate of discharges per 100000 population,10836.2243050000
YR_2013,06101,Sutter,Sutter,Mean length of stay days,4.1696126381
YR_2013,06101,Sutter,Sutter,Aggregate number of days in the hospital,43630.8266450000
YR_2013,06101,Sutter,Sutter,Number of inpatient days per 100000 population,45182.8578110000
YR_2013,06101,Sutter,Sutter,Mean cost per stay $,13973.5235650000
YR_2013,06101,Sutter,Sutter,Aggregate costs for all hospital stays $,146218950.5900000000
YR_2013,06101,Sutter,Sutter,Costs for inpatient stays per capita $,1514.2023568000
YR_2013,06101,Sutter,Age group=<1,Total number of discharges,1446.0000000000
YR_2013,06101,Sutter,Age group=<1,Rate of discharges per 100000 population,97112.1558090000
YR_2013,06101,Sutter,Age group=<1,Mean length of stay days,3.5027662517
YR_2013,06101,Sutter,Age group=<1,Aggregate number of days in the hospital,5065.0000000000
YR_2013,06101,Sutter,Age group=<1,Number of inpatient days per 100000 population,340161.1820000000
YR_2013,06101,Sutter,Age group=<1,Mean cost per stay $,7108.1811273000
YR_2013,06101,Sutter,Age group=<1,Aggregate costs for all hospital stays $,10278429.9100000000
YR_2013,06101,Sutter,Age group=<1,Costs for inpatient stays per capita $,6902.9079316000
YR_2013,06101,Sutter,Age group=1-17,Total number of discharges,431.0000000000
YR_2013,06101,Sutter,Age group=1-17,Rate of discharges per 100000 population,1743.4569799000
YR_2013,06101,Sutter,Age group=1-17,Mean length of stay days,3.3178654292
YR_2013,06101,Sutter,Age group=1-17,Aggregate number of days in the hospital,1430.0000000000
YR_2013,06101,Sutter,Age group=1-17,Number of inpatient days per 100000 population,5784.5556410000
YR_2013,06101,Sutter,Age group=1-17,Mean cost per stay $,13839.0059150000
YR_2013,06101,Sutter,Age group=1-17,Aggregate costs for all hospital stays $,5964611.5493999999
YR_2013,06101,Sutter,Age group=1-17,Costs for inpatient stays per capita $,241.2771145800
YR_2013,06101,Sutter,Age group=18-44,Total number of discharges,2593.0000000000
YR_2013,06101,Sutter,Age group=18-44,Rate of discharges per 100000 population,7565.9430439000
YR_2013,06101,Sutter,Age group=18-44,Mean length of stay days,3.1862707289
YR_2013,06101,Sutter,Age group=18-44,Aggregate number of days in the hospital,8262.0000000000
YR_2013,06101,Sutter,Age group=18-44,Number of inpatient days per 100000 population,24107.1428570000
YR_2013,06101,Sutter,Age group=18-44,Mean cost per stay $,9733.3831855000
YR_2013,06101,Sutter,Age group=18-44,Aggregate costs for all hospital stays $,25238662.6000000010
YR_2013,06101,Sutter,Age group=18-44,Costs for inpatient stays per capita $,736.4222280600
YR_2013,06101,Sutter,Age group=45-64,Total number of discharges,2435.0000000000
YR_2013,06101,Sutter,Age group=45-64,Rate of discharges per 100000 population,10480.7816470000
YR_2013,06101,Sutter,Age group=45-64,Mean length of stay days,4.6948665298
YR_2013,06101,Sutter,Age group=45-64,Aggregate number of days in the hospital,11432.0000000000
YR_2013,06101,Sutter,Age group=45-64,Number of inpatient days per 100000 population,49205.8709590000
YR_2013,06101,Sutter,Age group=45-64,Mean cost per stay $,18705.2088430000
YR_2013,06101,Sutter,Age group=45-64,Aggregate costs for all hospital stays $,45547183.5330000000
YR_2013,06101,Sutter,Age group=45-64,Costs for inpatient stays per capita $,1960.4520954000
YR_2013,06101,Sutter,Age group=65-84,Total number of discharges,3555.0000000000
YR_2013,06101,Sutter,Age group=65-84,Rate of discharges per 100000 population,27665.3696500000
YR_2013,06101,Sutter,Age group=65-84,Mean length of stay days,4.9037487046
YR_2013,06101,Sutter,Age group=65-84,Aggregate number of days in the hospital,17432.8266450000
YR_2013,06101,Sutter,Age group=65-84,Number of inpatient days per 100000 population,135664.0205800000
YR_2013,06101,Sutter,Age group=65-84,Mean cost per stay $,16637.2275690000
YR_2013,06101,Sutter,Age group=65-84,Aggregate costs for all hospital stays $,59145344.0069999990
YR_2013,06101,Sutter,Age group=65-84,Costs for inpatient stays per capita $,4602.7505064000
YR_2013,06101,Sutter,Age group=Missing,Total number of discharges,*
YR_2013,06101,Sutter,Age group=Missing,Rate of discharges per 100000 population,†
YR_2013,06101,Sutter,Age group=Missing,Mean length of stay days,*
YR_2013,06101,Sutter,Age group=Missing,Aggregate number of days in the hospital,*
YR_2013,06101,Sutter,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2013,06101,Sutter,Age group=Missing,Mean cost per stay $,*
YR_2013,06101,Sutter,Age group=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06101,Sutter,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2013,06101,Sutter,Sex=Male,Total number of discharges,4450.0000000000
YR_2013,06101,Sutter,Sex=Male,Rate of discharges per 100000 population,9292.7099213000
YR_2013,06101,Sutter,Sex=Male,Mean length of stay days,4.5444943820
YR_2013,06101,Sutter,Sex=Male,Aggregate number of days in the hospital,20223.0000000000
YR_2013,06101,Sutter,Sex=Male,Number of inpatient days per 100000 population,42230.6680310000
YR_2013,06101,Sutter,Sex=Male,Mean cost per stay $,16227.0282980000
YR_2013,06101,Sutter,Sex=Male,Aggregate costs for all hospital stays $,72210275.9249999970
YR_2013,06101,Sutter,Sex=Male,Costs for inpatient stays per capita $,1507.9306686000
YR_2013,06101,Sutter,Sex=Female,Total number of discharges,6014.0000000000
YR_2013,06101,Sutter,Sex=Female,Rate of discharges per 100000 population,12354.6571350000
YR_2013,06101,Sutter,Sex=Female,Mean length of stay days,3.8922225881
YR_2013,06101,Sutter,Sex=Female,Aggregate number of days in the hospital,23407.8266450000
YR_2013,06101,Sutter,Sex=Female,Number of inpatient days per 100000 population,48087.0755680000
YR_2013,06101,Sutter,Sex=Female,Mean cost per stay $,12306.0649590000
YR_2013,06101,Sutter,Sex=Female,Aggregate costs for all hospital stays $,74008674.6630000030
YR_2013,06101,Sutter,Sex=Female,Costs for inpatient stays per capita $,1520.3721324000
YR_2013,06101,Sutter,Sex=Missing,Total number of discharges,*
YR_2013,06101,Sutter,Sex=Missing,Rate of discharges per 100000 population,†
YR_2013,06101,Sutter,Sex=Missing,Mean length of stay days,*
YR_2013,06101,Sutter,Sex=Missing,Aggregate number of days in the hospital,*
YR_2013,06101,Sutter,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2013,06101,Sutter,Sex=Missing,Mean cost per stay $,*
YR_2013,06101,Sutter,Sex=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06101,Sutter,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2013,06101,Sutter,Payer=Medicare,Total number of discharges,4060.0000000000
YR_2013,06101,Sutter,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2013,06101,Sutter,Payer=Medicare,Mean length of stay days,4.8128078818
YR_2013,06101,Sutter,Payer=Medicare,Aggregate number of days in the hospital,19540.0000000000
YR_2013,06101,Sutter,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2013,06101,Sutter,Payer=Medicare,Mean cost per stay $,16605.1560840000
YR_2013,06101,Sutter,Payer=Medicare,Aggregate costs for all hospital stays $,67416933.6990000010
YR_2013,06101,Sutter,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2013,06101,Sutter,Payer=Medicaid,Total number of discharges,3017.0000000000
YR_2013,06101,Sutter,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2013,06101,Sutter,Payer=Medicaid,Mean length of stay days,4.0871152287
YR_2013,06101,Sutter,Payer=Medicaid,Aggregate number of days in the hospital,12330.8266450000
YR_2013,06101,Sutter,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2013,06101,Sutter,Payer=Medicaid,Mean cost per stay $,11302.9724740000
YR_2013,06101,Sutter,Payer=Medicaid,Aggregate costs for all hospital stays $,34101067.9540000040
YR_2013,06101,Sutter,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2013,06101,Sutter,Payer=Private insurance,Total number of discharges,2385.0000000000
YR_2013,06101,Sutter,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2013,06101,Sutter,Payer=Private insurance,Mean length of stay days,3.3249475891
YR_2013,06101,Sutter,Payer=Private insurance,Aggregate number of days in the hospital,7930.0000000000
YR_2013,06101,Sutter,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2013,06101,Sutter,Payer=Private insurance,Mean cost per stay $,12621.5452070000
YR_2013,06101,Sutter,Payer=Private insurance,Aggregate costs for all hospital stays $,30102385.3200000000
YR_2013,06101,Sutter,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2013,06101,Sutter,Payer=Uninsured,Total number of discharges,542.0000000000
YR_2013,06101,Sutter,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2013,06101,Sutter,Payer=Uninsured,Mean length of stay days,3.6586715867
YR_2013,06101,Sutter,Payer=Uninsured,Aggregate number of days in the hospital,1983.0000000000
YR_2013,06101,Sutter,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2013,06101,Sutter,Payer=Uninsured,Mean cost per stay $,11794.0447040000
YR_2013,06101,Sutter,Payer=Uninsured,Aggregate costs for all hospital stays $,6392372.2295000004
YR_2013,06101,Sutter,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2013,06101,Sutter,Payer=Other,Total number of discharges,460.0000000000
YR_2013,06101,Sutter,Payer=Other,Rate of discharges per 100000 population,†
YR_2013,06101,Sutter,Payer=Other,Mean length of stay days,4.0152173913
YR_2013,06101,Sutter,Payer=Other,Aggregate number of days in the hospital,1847.0000000000
YR_2013,06101,Sutter,Payer=Other,Number of inpatient days per 100000 population,†
YR_2013,06101,Sutter,Payer=Other,Mean cost per stay $,17839.5464910000
YR_2013,06101,Sutter,Payer=Other,Aggregate costs for all hospital stays $,8206191.3858000003
YR_2013,06101,Sutter,Payer=Other,Costs for inpatient stays per capita $,†
YR_2013,06101,Sutter,Payer=Missing,Total number of discharges,*
YR_2013,06101,Sutter,Payer=Missing,Rate of discharges per 100000 population,†
YR_2013,06101,Sutter,Payer=Missing,Mean length of stay days,*
YR_2013,06101,Sutter,Payer=Missing,Aggregate number of days in the hospital,*
YR_2013,06101,Sutter,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2013,06101,Sutter,Payer=Missing,Mean cost per stay $,*
YR_2013,06101,Sutter,Payer=Missing,Aggregate costs for all hospital stays $,*
YR_2013,06101,Sutter,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2013,06031,Kings,Kings,Total number of discharges,13889.0000000000
YR_2013,06031,Kings,Kings,Rate of discharges per 100000 population,9068.1761795000
YR_2013,06031,Kings,Kings,Mean length of stay days,4.3739921773
YR_2013,06031,Kings,Kings,Aggregate number of days in the hospital,60750.3773500000
YR_2013,06031,Kings,Kings,Number of inpatient days per 100000 population,39664.1316710000
YR_2013,06031,Kings,Kings,Mean cost per stay $,12561.5897910000
YR_2013,06031,Kings,Kings,Aggregate costs for all hospital stays $,174467920.6100000100
YR_2013,06031,Kings,Kings,Costs for inpatient stays per capita $,1139.1070932000
YR_2013,06031,Kings,Age group=<1,Total number of discharges,2327.0000000000
YR_2013,06031,Kings,Age group=<1,Rate of discharges per 100000 population,88986.6156790000
YR_2013,06031,Kings,Age group=<1,Mean length of stay days,3.5883111302
YR_2013,06031,Kings,Age group=<1,Aggregate number of days in the hospital,8350.0000000000
YR_2013,06031,Kings,Age group=<1,Number of inpatient days per 100000 population,319311.6634800000
YR_2013,06031,Kings,Age group=<1,Mean cost per stay $,8625.3074853000
YR_2013,06031,Kings,Age group=<1,Aggregate costs for all hospital stays $,20071090.5179999990
YR_2013,06031,Kings,Age group=<1,Costs for inpatient stays per capita $,7675.3692231000
YR_2013,06031,Kings,Age group=1-17,Total number of discharges,640.0000000000
YR_2013,06031,Kings,Age group=1-17,Rate of discharges per 100000 population,1636.8705082000
YR_2013,06031,Kings,Age group=1-17,Mean length of stay days,3.5406250000
YR_2013,06031,Kings,Age group=1-17,Aggregate number of days in the hospital,2266.0000000000
YR_2013,06031,Kings,Age group=1-17,Number of inpatient days per 100000 population,5795.5446431000
YR_2013,06031,Kings,Age group=1-17,Mean cost per stay $,16524.6853350000
YR_2013,06031,Kings,Age group=1-17,Aggregate costs for all hospital stays $,10575798.6150000000
YR_2013,06031,Kings,Age group=1-17,Costs for inpatient stays per capita $,270.4877008200
YR_2013,06031,Kings,Age group=18-44,Total number of discharges,4240.0000000000
YR_2013,06031,Kings,Age group=18-44,Rate of discharges per 100000 population,6500.3756113000
YR_2013,06031,Kings,Age group=18-44,Mean length of stay days,3.3951361674
YR_2013,06031,Kings,Age group=18-44,Aggregate number of days in the hospital,14395.3773500000
YR_2013,06031,Kings,Age group=18-44,Number of inpatient days per 100000 population,22069.6603400000
YR_2013,06031,Kings,Age group=18-44,Mean cost per stay $,9605.3212167000
YR_2013,06031,Kings,Age group=18-44,Aggregate costs for all hospital stays $,40726561.9589999990
YR_2013,06031,Kings,Age group=18-44,Costs for inpatient stays per capita $,624.3819577600
YR_2013,06031,Kings,Age group=45-64,Total number of discharges,3134.0000000000
YR_2013,06031,Kings,Age group=45-64,Rate of discharges per 100000 population,9349.9209404000
YR_2013,06031,Kings,Age group=45-64,Mean length of stay days,5.1107211232
YR_2013,06031,Kings,Age group=45-64,Aggregate number of days in the hospital,16017.0000000000
YR_2013,06031,Kings,Age group=45-64,Number of inpatient days per 100000 population,47784.8384500000
YR_2013,06031,Kings,Age group=45-64,Mean cost per stay $,15447.2735070000
YR_2013,06031,Kings,Age group=45-64,Aggregate costs for all hospital stays $,48411755.1719999980
YR_2013,06031,Kings,Age group=45-64,Costs for inpatient stays per capita $,1444.3078604000
YR_2013,06031,Kings,Age group=65-84,Total number of discharges,3545.0000000000
